mes,entrada_agua_hm3,temperatura_c
0,7.648209899847274,20.30047849277771
1,8.577521424515293,23.58087743082124
2,8.465111904228836,27.915766639459324
3,6.88645605540443,29.07877039458127
4,7.275443715706775,27.08351323718793
5,7.384493330843101,23.646987344024915
6,6.426708596438214,19.46783280716952
7,7.18691676237197,16.572397559269888
8,7.552999984706674,12.798537697085717
9,7.883111858464358,12.080084137086487
10,7.466048793956026,13.72958715829347
11,6.677621095173654,15.544548141888532
12,9.09333481118349,20.36357203158722
13,8.755789990988477,25.617546193255173
14,9.835249876443612,26.69551548427218
15,9.78497189412688,27.52091935635448
16,8.94137893239334,27.47827162336768
17,10.054241927571294,23.669990107946468
18,9.047191769803307,19.23883586609111
19,9.442633419892736,16.320449291332903
20,10.14807895997808,14.12393423836224
21,9.683708584138666,11.896635090447267
22,9.125668577975096,14.296507964886407
23,9.367501236403271,16.12573614656313
24,9.51969369344609,19.12582820061517
25,7.727967130008255,24.65130232587661
26,8.107545065048111,25.095649823675817
27,7.221490353284224,28.19629518547808
28,8.212221289466846,26.47741425445058
29,7.59567888760595,23.62712557442758
30,8.403089467890242,19.550011901677856
31,7.347939974042936,14.032250508592064
32,8.280353709468322,12.941261555759445
33,7.908000510688972,11.602528122297691
34,8.08687264020249,12.203443074815375
35,8.191834327234929,14.267190286645874
36,9.813560862524152,22.097664759522083
37,8.792002687075467,24.726982185995418
38,8.16842143544547,26.855719129956807
39,9.249822479822894,28.911270817541748
40,9.766393101063981,27.44748183333042
41,8.628712264314593,23.61378943321082
42,9.982267399420214,21.76117752894742
43,8.769520040483568,15.79179201908964
44,9.418573012377792,13.833083258853868
45,9.343884293256055,12.27579917209106
46,9.375417205793056,12.49134989447291
47,10.179971186920822,15.159937642852269
48,8.382867513347362,17.844920124289306
49,8.511831296661585,24.209281213158537
50,8.800795293725125,27.620347677618017
51,9.242364715965493,26.333405491087127
52,8.558353062557586,26.97705007845343
53,9.908373655896371,24.362879003399
54,9.111536476486645,19.802369058005574
55,9.058177733993375,14.752934885272522
56,8.810384188038883,13.956558171255
57,9.663293997332152,10.716263868971172
58,9.946234769972522,14.797178616608036
59,7.564911265606967,14.77611077275416
60,10.730668245084413,20.276526802053755
61,9.731032096599424,23.435919998518315
62,10.653665635932743,25.669002795196675
63,10.517221099026052,29.98004260896881
64,10.588004233599074,25.513513832939974
65,10.333667246002515,23.645830702468423
66,10.120411697538653,21.40742063128885
67,10.894135044819345,15.985884061888948
68,9.81928314004152,13.564159478946616
69,11.29556396940299,12.955444148667333
70,10.855019328152418,14.48539065996939
71,9.606524310267186,17.949132608012658
72,7.093588949772822,19.329253514642676
73,9.108258526403025,23.261987040448904
74,8.029685353490375,26.582887655033318
75,7.447066812079861,28.77696859480705
76,8.673529762660603,28.11493810740864
77,8.168628701667707,23.37915430745423
78,8.400242455811165,22.08656564231685
79,8.10990306718293,14.992522296210083
80,8.16382589695413,11.812615251273138
81,8.480754801469123,11.453636159448816
82,8.620839378158351,13.576700974415846
83,6.911160019146082,15.504212597945768
84,7.493015580126109,21.436608825440345
85,7.986126392526214,23.58028674475639
86,8.190229451756476,28.347794151850632
87,7.334598292525216,30.405744089145504
88,7.49630570917747,28.66858932402529
89,7.057361791180688,25.319763394945035
90,6.479911296416685,19.928759948727357
91,7.197071623303481,16.867381533755815
92,7.865171174124946,14.21024164419247
93,7.487844313933981,12.322648256617578
94,8.237892876358577,13.518581916837013
95,7.176664343158695,17.10687821926269
96,8.622276059385936,19.770640150274104
97,8.22294243195827,23.710266098042453
98,8.589627315759941,26.6899823170524
99,7.874877057793419,27.745708269568595
100,8.24949894359529,27.34192430407188
101,8.293736112274534,23.85374534287875
102,8.477117883761508,19.966638550026616
103,9.522284037536537,15.222871698731456
104,7.570037920277602,13.115996806996089
105,8.86717435129252,11.439567778324804
106,7.91924631862013,14.417246463606109
107,8.40216908934798,13.906478574576346
108,9.116039442744455,19.93676002807185
109,9.274824493159942,23.95938660925631
110,10.221632583022032,27.035417050856665
111,9.104531996993593,27.88499255543103
112,10.366050125549329,27.57065450390788
113,8.613850133494902,24.57075360107944
114,9.327027605245089,19.25020585267612
115,9.042218539464852,16.30885172899236
116,8.578785177850811,12.58502101109727
117,9.501793204423846,12.65788400493534
118,8.884852556625534,12.794585760089728
119,9.777695575826773,15.139785912363378
