mes,Total Volumen,Total Porcentaje de Llenado Completo,Total Energia GWh,Total Ingresos Energia,Total Demanda Riego,Total Riego Entregado,Total Satisfaccion Riego,Volumen Embalse Potrerillos,Carrizal Volumen Embalse,Nihuil Volumen Embalse,Agua Del Toro Volumen Embalse,Potrerillos Satisfaccion Riego,Carrizal Satisfaccion Riego,Nihuil Satisfaccion Riego,Agua Del Toro Satisfaccion Riego,Potrerillos Generacion GWh,Carrizal Generacion GWh,Nihuil Generacion GWh,Agua Del Toro Generacion GWh,Crisis Hidrica,Conviene Riego,Conviene Energia
0,1760.0,0.6330935251798561,96.86904198979128,7749523.359183303,449.0,157.11,0.3499109131403118,1200.0,120.0,200.0,240.0,0.5,0.8,0.65,0.65,80.21508620689654,1.691,5.724980625000001,9.237975157894736,0,0,1
1,1356.9044939775633,0.48809514171854795,92.37655498945223,7390124.399156178,493.0,166.0599789286273,0.33683565705603913,975.9832618798056,75.03619076013617,141.8717408426341,164.01330049498756,0.5,0.95,0.3833328387001713,0.65,80.67409873725275,0.3623126717597377,3.010307507643351,8.329836072796395,0,1,0
2,946.0746360145215,0.3403146172714106,21.680908368694777,1734472.669495582,470.0,163.5384479865788,0.34795414465229535,730.9962403220098,25.870477087418607,107.88576229625716,81.32215630883586,0.85,0.10724910063553222,0.10437038333281529,0.42261296224945766,20.69428668903254,0.026684178155627354,0.14066337401995183,0.819274127486655,0,1,0
3,680.2994226956168,0.24471202255238017,12.639115752840013,1011129.260227201,314.0,101.35523693491247,0.3227873787736066,498.19056621829657,25.548481238650464,107.55018038151037,49.010194857159476,0.85,0.1506016336205126,0.15100360763020745,0.13744365036344963,12.322127304351712,0.025146347211372985,0.1344758449535483,0.1573662563233791,1,1,0
4,521.123127490336,0.18745436240659566,6.706564019210081,536525.1215368065,180.0,59.7874810278791,0.3321526723771061,345.0679758779462,23.92330523962118,105.52452540149937,46.6073209712692,0.85,0.186356998882006,0.191233571590363,0.17489967276889068,6.477302062888437,0.01751604589603832,0.09750685940598365,0.11423905101962203,1,1,0
5,446.6112235599562,0.1606515192661713,5.644458507087984,451556.6805670387,155.0,54.08315044786343,0.3489235512765383,268.86791364833243,24.392103186219256,106.10054654896001,47.250660176444526,0.85,0.24544106040637015,0.2495678133665459,0.2250204882344853,5.391107795329256,0.019694565563266635,0.10795304716337549,0.1257030990320862,1,1,0
6,384.95566541338036,0.13847326094006487,5.455556770440874,436444.54163526994,155.0,54.5247794960058,0.3517727709419729,206.40821896728158,24.638613837082104,106.39150223307276,47.51733037594391,0.85,0.259216655601647,0.26147054589843094,0.23329645994308676,5.190986933571169,0.020847432387803025,0.1132496159021616,0.13047278857974015,1,1,0
7,315.2875748682737,0.11341279671520636,2.4993256150788348,199946.04920630678,224.0,28.77519373525868,0.1284606863181191,139.85121840445487,23.847995284151434,105.38233326922514,46.20602791044223,0.2709882851502931,0.14622382079775448,0.15137812319695715,0.13298631236661923,2.280102716134187,0.017167779926082677,0.09493631751243538,0.10711880150612993,1,1,0
8,302.7500794713015,0.10890290628464082,1.6314008324376523,130512.06659501219,359.0,22.50286452035116,0.06268207387284445,124.12996733172264,24.724020860001175,106.46288806279782,47.43320321677986,0.10255236115982122,0.11219549542502791,0.1118576780099622,0.09984899843435632,1.3666346524520434,0.02124803642826557,0.11455118384204065,0.12896695971530267,1,1,0
9,306.49893706526143,0.1102514162105257,1.769052663596922,141524.21308775377,449.0,24.48449720081258,0.05453117416662045,126.07201895777627,25.241058476823245,107.09031578451449,48.095543846147436,0.08864486445643929,0.09958011105964165,0.09817360317020059,0.08673796978015111,1.4784901776903292,0.023686152970168708,0.12602586289016648,0.1408504700462575,1,1,0
10,309.38278325517535,0.11128877095509905,1.8784918413473433,150279.34730778748,515.0,26.005640508733133,0.05049638933734589,127.63532346169893,25.599908492980898,107.53528603691156,48.61226526358394,0.08184677680294108,0.09172263910916988,0.09164537071919461,0.08073998684609947,1.5687329782242103,0.025391382467695546,0.13420163516076372,0.15016584549467374,1,1,0
11,305.6020996586826,0.10992881282686424,1.7361254873068992,138890.03898455194,470.0,24.010390198780797,0.05108593659315063,125.60831920455125,25.116865307624288,106.93972957032183,47.937185576185236,0.0830804249002617,0.0934811931200591,0.09184936196014187,0.08117576157462174,1.451757413604859,0.02309848756423567,0.12326616309459366,0.13800342304321078,1,1,0
