id_corrida,seed,asignacion,horizonte_meses,satisfaccion_riego_media,satisfaccion_riego_minima,energia_total_gwh,ingresos_totales_usd,riego_total_hm3,llenado_medio,llenado_minimo,satisfaccion_potrerillos,satisfaccion_carrizal,satisfaccion_nihuil,satisfaccion_agua_del_toro
100-crisis-uniforme,100,uniforme,120,0.11310752554569141,0.0442596214278448,483.31223166441123,38664978.53315288,4075.1679639193553,0.12497902995084288,0.1065602302924308,0.19623375135815785,0.19016645947899188,0.1818854525007797,0.16957386646606346
