id_corrida,seed,asignacion,horizonte_meses,satisfaccion_riego_media,satisfaccion_riego_minima,energia_total_gwh,ingresos_totales_usd,riego_total_hm3,llenado_medio,llenado_minimo,satisfaccion_potrerillos,satisfaccion_carrizal,satisfaccion_nihuil,satisfaccion_agua_del_toro
100-sequia_total-uniforme,100,uniforme,120,0.010168732097683101,0.0048837681902748,242.76672752564502,19421338.202051602,361.0445689813941,0.5932161527065956,0.5885149973054885,0.016947190936214766,0.013720397502588822,0.02044781187753968,0.01617682420070681
