id_corrida,seed,asignacion,horizonte_meses,satisfaccion_riego_media,satisfaccion_riego_minima,energia_total_gwh,ingresos_totales_usd,riego_total_hm3,llenado_medio,llenado_minimo,satisfaccion_potrerillos,satisfaccion_carrizal,satisfaccion_nihuil,satisfaccion_agua_del_toro
100-normal-estacional,100,estacional,120,0.4743818005105618,0.2152781726791386,4954.824836245441,396385986.8996352,20646.887084573984,0.39300643616415976,0.15950797055501,0.8118163333791041,0.8625265773999822,0.7089757896861684,0.7475685751895951
