anio,mes,precipitacion_anual_mm,fusion_anual_mm,afluente_m3s,demanda_hm3,temperatura_c
0,0,141.86783118784157,257.8208815843166,62.6047604581037,240.97421337874715,20.30047849277771
0,1,141.86783118784157,257.8208815843166,92.48231719254359,268.5812214581064,23.58087743082124
0,2,141.86783118784157,257.8208815843166,88.86832798580309,237.64807398121852,27.915766639459324
0,3,141.86783118784157,257.8208815843166,38.11421761979214,183.82370930946374,29.07877039458127
0,4,141.86783118784157,257.8208815843166,50.620250937125704,102.8198190808917,27.08351323718793
0,5,141.86783118784157,257.8208815843166,54.126218501951016,91.83292331853335,23.646987344024915
0,6,141.86783118784157,257.8208815843166,23.333242215785674,85.12790457729923,19.46783280716952
0,7,141.86783118784157,257.8208815843166,47.77409117198924,57.5990734311703,16.572397559269888
0,8,141.86783118784157,257.8208815843166,59.54374209581593,164.14929661029845,12.798537697085715
0,9,141.86783118784157,257.8208815843166,70.15690676137928,285.45961409695576,12.080084137086489
0,10,141.86783118784157,257.8208815843166,56.74824342199108,304.7118620856002,13.72958715829347
0,11,141.86783118784157,257.8208815843166,31.40013067821625,264.3208665907157,15.544548141888532
1,0,287.75011603330256,293.4535522664757,55.285252323869685,308.68875747278815,20.36357203158722
1,1,287.75011603330256,293.4535522664757,44.433116900933214,265.2267171077199,25.617546193255173
1,2,287.75011603330256,293.4535522664757,79.13797432940335,261.37764917319095,26.69551548427218
1,3,287.75011603330256,293.4535522664757,77.52152685265655,189.10380290322962,27.52091935635448
1,4,287.75011603330256,293.4535522664757,50.399839554124526,100.24630642506425,27.478271623367682
1,5,287.75011603330256,293.4535522664757,86.17861383325116,84.87430407875746,23.669990107946468
1,6,287.75011603330256,293.4535522664757,53.80174404904372,48.6871322666175,19.23883586609111
1,7,287.75011603330256,293.4535522664757,66.51527446601358,123.49668944144975,16.320449291332903
1,8,287.75011603330256,293.4535522664757,89.19549373316065,202.8227680117674,14.123934238362239
1,9,287.75011603330256,293.4535522664757,74.26589060046342,215.15864029283344,11.896635090447267
1,10,287.75011603330256,293.4535522664757,56.324789579258194,336.76144156901864,14.296507964886407
1,11,287.75011603330256,293.4535522664757,64.09975930753028,224.20582697817915,16.12573614656313
2,0,153.62846665740204,296.06219859390717,114.31456931772163,218.3880488645385,19.12582820061517
2,1,153.62846665740204,296.06219859390717,56.710191635178006,292.62629929445546,24.65130232587661
2,2,153.62846665740204,296.06219859390717,68.91370034916513,215.4366898083597,25.095649823675817
2,3,153.62846665740204,296.06219859390717,40.426859050171885,149.67961830583764,28.196295185478082
2,4,153.62846665740204,296.06219859390717,72.27906250254533,95.08831195252392,26.47741425445058
2,5,153.62846665740204,296.06219859390717,52.45709742214095,93.2356760559272,23.62712557442758
2,6,153.62846665740204,296.06219859390717,78.41551371214517,110.11506454416697,19.550011901677856
2,7,153.62846665740204,296.06219859390717,44.49224037600494,116.74739537830426,14.032250508592064
2,8,153.62846665740204,296.06219859390717,74.4695338246092,221.1449337487459,12.941261555759445
2,9,153.62846665740204,296.06219859390717,62.49830186796852,211.36519843078057,11.602528122297693
2,10,153.62846665740204,296.06219859390717,68.24907763679306,266.274059192014,12.203443074815375
2,11,153.62846665740204,296.06219859390717,71.62361747194097,215.08191954212435,14.267190286645874
3,0,280.388069609907,326.99799285014797,77.10770888342542,224.1490755288085,22.097664759522083
3,1,280.388069609907,326.99799285014797,44.264403345594694,302.0904176357144,24.726982185995418
3,2,280.388069609907,326.99799285014797,24.216137796790804,233.6198969443514,26.855719129956807
3,3,280.388069609907,326.99799285014797,58.98340388402799,190.26394873829463,28.911270817541748
3,4,280.388069609907,326.99799285014797,75.59125564718013,93.11234288428012,27.44748183333042
3,5,280.388069609907,326.99799285014797,39.01458265498021,103.7829118200378,23.61378943321082
3,6,280.388069609907,326.99799285014797,82.53165875791296,91.44578982007495,21.76117752894742
3,7,280.388069609907,326.99799285014797,43.54158163160622,116.47364598855012,15.79179201908964
3,8,280.388069609907,326.99799285014797,64.4087682279997,196.5908881793011,13.833083258853867
3,9,280.388069609907,326.99799285014797,62.00751054018666,238.67489753481146,12.275799172091059
3,10,280.388069609907,326.99799285014797,63.02130016650489,264.8474356422232,12.49134989447291
3,11,280.388069609907,326.99799285014797,88.88787620584921,300.72609875924354,15.159937642852269
4,0,284.41568073913004,251.47541971003008,38.27239100999017,189.92532136984872,17.844920124289306
4,1,284.41568073913004,251.47541971003008,42.41860317930028,304.4093989048875,24.209281213158537
4,2,284.41568073913004,251.47541971003008,51.70885514250568,223.09008227411766,27.620347677618017
4,3,284.41568073913004,251.47541971003008,65.90540292543936,142.23789227991153,26.333405491087127
4,4,284.41568073913004,251.47541971003008,43.91428752523659,104.43281434077659,26.97705007845343
4,5,284.41568073913004,251.47541971003008,87.31772738309354,95.08855139307039,24.362879003398998
4,6,284.41568073913004,251.47541971003008,61.69924810680351,97.88524049985925,19.802369058005578
4,7,284.41568073913004,251.47541971003008,59.9837535564798,82.73821592299029,14.752934885272522
4,8,284.41568073913004,251.47541971003008,52.01714006771658,202.951071744344,13.956558171254999
4,9,284.41568073913004,251.47541971003008,79.43836593234067,266.59984768838535,10.716263868971172
4,10,284.41568073913004,251.47541971003008,88.53496999099453,274.2839211775367,14.797178616608035
4,11,284.41568073913004,251.47541971003008,11.974929341381781,258.17169705357105,14.776110772754159
5,0,447.29984876293406,159.02846927854372,71.23489007873368,282.2218986066081,20.276526802053755
5,1,447.29984876293406,159.02846927854372,39.09638221849093,214.6019725647284,23.435919998518315
5,2,447.29984876293406,159.02846927854372,68.75924035034924,339.9317536505126,25.669002795196675
5,3,447.29984876293406,159.02846927854372,64.37252041379148,125.04557523055185,29.98004260896881
5,4,447.29984876293406,159.02846927854372,66.64821275474515,85.18227612653712,25.513513832939978
5,5,447.29984876293406,159.02846927854372,58.4712262708023,95.18595259158131,23.645830702468423
5,6,447.29984876293406,159.02846927854372,51.61501650794659,117.30205684197614,21.40742063128885
5,7,447.29984876293406,159.02846927854372,76.49038132535573,118.85327838313182,15.985884061888948
5,8,447.29984876293406,159.02846927854372,41.933671423805244,184.15838914302003,13.564159478946616
5,9,447.29984876293406,159.02846927854372,89.39640384926403,286.4074717535117,12.955444148667333
5,10,447.29984876293406,159.02846927854372,75.23280298601264,326.1083996951095,14.48539065996939
5,11,447.29984876293406,159.02846927854372,35.09343126902339,235.40636646572432,17.949132608012658
6,0,224.44530429579873,151.35785746457265,28.18000639813939,252.75707033084294,19.329253514642673
6,1,224.44530429579873,151.35785746457265,92.95204782786558,291.55493161543365,23.261987040448904
6,2,224.44530429579873,151.35785746457265,58.275698390087484,234.808644069187,26.582887655033314
6,3,224.44530429579873,151.35785746457265,39.54439240338112,189.91373875141485,28.77696859480705
6,4,224.44530429579873,151.35785746457265,78.9754286231838,76.75208332332363,28.11493810740864
6,5,224.44530429579873,151.35785746457265,62.74275562315499,89.10984658552847,23.37915430745423
6,6,224.44530429579873,151.35785746457265,70.1891854760182,88.03058063904405,22.08656564231685
6,7,224.44530429579873,151.35785746457265,60.854714391005494,120.75822461283684,14.992522296210083
6,8,224.44530429579873,151.35785746457265,62.58834446338202,244.52893926049617,11.812615251273138
6,9,224.44530429579873,151.35785746457265,72.77767395524779,231.10605328196428,11.453636159448816
6,10,224.44530429579873,151.35785746457265,77.28142191979344,241.09724783831174,13.576700974415846
6,11,224.44530429579873,151.35785746457265,22.314878741672665,219.09370139433204,15.504212597945768
7,0,131.59495292697773,281.4856548626992,58.612576393808816,222.82309126924847,21.436608825440345
7,1,131.59495292697773,281.4856548626992,74.4661904756023,217.70236399776488,23.58028674475639
7,2,131.59495292697773,281.4856548626992,81.02814582636948,218.7898601223042,28.347794151850632
7,3,131.59495292697773,281.4856548626992,53.51942800129039,124.47822280452036,30.405744089145504
7,4,131.59495292697773,281.4856548626992,58.718354719791336,111.98810306312579,28.668589324025294
7,5,131.59495292697773,281.4856548626992,44.606217438516225,94.62775215655917,25.319763394945035
7,6,131.59495292697773,281.4856548626992,26.041065214879325,85.05726990264024,19.928759948727354
7,7,131.59495292697773,281.4856548626992,49.09791728814305,154.19248044228533,16.867381533755815
7,8,131.59495292697773,281.4856548626992,70.5774553160965,186.77812420318617,14.21024164419247
7,9,131.59495292697773,281.4856548626992,58.44631912168537,259.78556287658745,12.322648256617578
7,10,131.59495292697773,281.4856548626992,82.56053473461606,372.3238761218752,13.518581916837011
7,11,131.59495292697773,281.4856548626992,48.44181903245936,229.62831508824777,17.10687821926269
8,0,171.00324547245134,388.0470908039604,69.0323204267087,328.6254511790263,19.770640150274104
8,1,171.00324547245134,388.0470908039604,56.19366213749619,233.57635355278973,23.710266098042453
8,2,171.00324547245134,388.0470908039604,67.98265660128448,308.95513775690284,26.689982317052397
8,3,171.00324547245134,388.0470908039604,45.00328873970649,165.0058848985051,27.745708269568595
8,4,171.00324547245134,388.0470908039604,57.047459450929196,85.85314375765061,27.34192430407188
8,5,171.00324547245134,388.0470908039604,58.46969352626498,85.31119578151095,23.85374534287875
8,6,171.00324547245134,388.0470908039604,64.36545521244597,76.436541934857,19.966638550026616
8,7,171.00324547245134,388.0470908039604,97.96776211107732,80.57445916031186,15.222871698731455
8,8,171.00324547245134,388.0470908039604,35.202647744470596,236.47641406433672,13.115996806996089
8,9,171.00324547245134,388.0470908039604,76.90585090210051,214.94561244209936,11.439567778324804
8,10,171.00324547245134,388.0470908039604,46.42976960476282,262.63339856015494,14.417246463606107
8,11,171.00324547245134,388.0470908039604,61.955836050488394,190.07733793775517,13.906478574576346
9,0,260.06092448659865,388.17602147455716,54.56986419681857,223.58204848267135,19.93676002807185
9,1,260.06092448659865,388.17602147455716,59.67483623949761,284.12201307994394,23.95938660925631
9,2,260.06092448659865,388.17602147455716,90.11491114504317,263.0825149596072,27.035417050856662
9,3,260.06092448659865,388.17602147455716,54.1998974481412,227.10687580151722,27.88499255543103
9,4,260.06092448659865,388.17602147455716,94.75796485283952,94.44516684541586,27.570654503907882
9,5,260.06092448659865,388.17602147455716,38.42437457331181,99.2239966462121,24.570753601079442
9,6,260.06092448659865,388.17602147455716,61.353177034416106,108.14602009814766,19.250205852676118
9,7,260.06092448659865,388.17602147455716,52.19650696689306,97.17659840421639,16.30885172899236
9,8,260.06092448659865,388.17602147455716,37.29702903434294,226.96782419376564,12.58502101109727
9,9,260.06092448659865,388.17602147455716,66.971927008013,246.96709817329983,12.65788400493534
9,10,260.06092448659865,388.17602147455716,47.13715823877712,331.1649748461203,12.794585760089728
9,11,260.06092448659865,388.17602147455716,75.84224501865232,229.11548893405157,15.139785912363378
10,0,151.72244977392054,338.02653946465995,44.31716422930401,244.7854765988288,18.92268806084826
10,1,151.72244977392054,338.02653946465995,64.72124018265535,263.6038380463903,23.12207114579963
10,2,151.72244977392054,338.02653946465995,64.9401571030786,302.447029618844,28.084307674328315
10,3,151.72244977392054,338.02653946465995,95.50295688008799,195.09482499754512,29.610252517088504
10,4,151.72244977392054,338.02653946465995,68.63782990199408,106.47416470361333,26.072612803651108
10,5,151.72244977392054,338.02653946465995,48.065980239348946,93.51028802953527,23.712223375854318
10,6,151.72244977392054,338.02653946465995,27.541922150661946,102.33122479798098,19.376060368870547
10,7,151.72244977392054,338.02653946465995,57.45615392463429,111.1312878342234,16.025699913840906
10,8,151.72244977392054,338.02653946465995,83.97236727718116,195.18322008774734,12.257808087283335
10,9,151.72244977392054,338.02653946465995,70.981708954521,170.9735756190457,12.478746235077816
10,10,151.72244977392054,338.02653946465995,44.600716146212804,237.14498930460547,14.390665719167401
10,11,151.72244977392054,338.02653946465995,62.71959387982726,273.6108968434412,15.138020175593315
11,0,203.1044506362518,380.9735755720443,71.09962386128794,231.68895038641082,21.752758080320895
11,1,203.1044506362518,380.9735755720443,54.81907428192627,293.67116066123316,24.035550599012343
11,2,203.1044506362518,380.9735755720443,61.16205131355384,339.11769799526064,28.499335563495418
11,3,203.1044506362518,380.9735755720443,57.89706984431618,130.7100869152523,27.8623151977463
11,4,203.1044506362518,380.9735755720443,61.74010199234183,85.1195005215495,26.368895536931632
11,5,203.1044506362518,380.9735755720443,79.80948510681819,97.72513859713406,24.388398545448677
11,6,203.1044506362518,380.9735755720443,11.275661342185515,107.8072594490107,19.715281518830217
11,7,203.1044506362518,380.9735755720443,6.581970942695349,143.56771583773528,15.04073484586059
11,8,203.1044506362518,380.9735755720443,80.94410564723327,167.47779359838796,14.721288878594004
11,9,203.1044506362518,380.9735755720443,51.417265467712014,265.6104294120892,12.960456674920358
11,10,203.1044506362518,380.9735755720443,82.39140142238882,294.9970373294327,11.449752468652298
11,11,203.1044506362518,380.9735755720443,89.56168320519775,260.2044083300059,15.850581542098402
12,0,362.0286154894927,301.2259590148322,51.198359875773065,258.77248945694373,20.451773800148235
12,1,362.0286154894927,301.2259590148322,56.12198791759028,304.6536547026407,22.99470167218276
12,2,362.0286154894927,301.2259590148322,81.18546950687009,221.00998022894268,27.301727800666207
12,3,362.0286154894927,301.2259590148322,81.70791897458747,152.96624227235768,28.815869817292267
12,4,362.0286154894927,301.2259590148322,67.20351571729275,107.90220164901787,27.720250531770077
12,5,362.0286154894927,301.2259590148322,76.0259954901043,93.80741246418108,25.231494701164973
12,6,362.0286154894927,301.2259590148322,53.73045028894587,75.08922306087415,20.728722288764455
12,7,362.0286154894927,301.2259590148322,68.5182103777661,123.93155653356268,15.905126319691007
12,8,362.0286154894927,301.2259590148322,51.68066124921058,163.95399725556328,12.072577374001826
12,9,362.0286154894927,301.2259590148322,75.11192513118753,149.07337061200158,13.198132943396574
12,10,362.0286154894927,301.2259590148322,45.9232748504143,320.669442273978,14.651757887028566
12,11,362.0286154894927,301.2259590148322,59.867747715772516,235.67800888104713,14.59617647248352
13,0,384.10722782117216,290.6704113208389,64.75923682852063,235.33106939952998,19.157737005580298
13,1,384.10722782117216,290.6704113208389,14.639975779331003,325.12229110327536,26.52434968690195
13,2,384.10722782117216,290.6704113208389,90.76953243556162,294.97892964489284,25.883097137536353
13,3,384.10722782117216,290.6704113208389,27.728567468668487,198.88915736907137,27.730614862835584
13,4,384.10722782117216,290.6704113208389,53.71449159927745,105.24998269948385,27.704057559571748
13,5,384.10722782117216,290.6704113208389,51.83872400047638,101.70221440628855,25.163325709250046
13,6,384.10722782117216,290.6704113208389,56.78034695606333,128.42697912591882,19.35023947570329
13,7,384.10722782117216,290.6704113208389,19.05942230513609,113.89759832249865,14.987581364239468
13,8,384.10722782117216,290.6704113208389,72.64537475942605,161.10302581068922,13.557719425637433
13,9,384.10722782117216,290.6704113208389,67.21273285440664,252.80292703419676,10.541283066537865
13,10,384.10722782117216,290.6704113208389,64.69272812640155,323.6445610492787,12.164981142235648
13,11,384.10722782117216,290.6704113208389,68.88861407003469,236.65743831767682,15.47466014039035
14,0,242.6856496284658,343.8771832475109,85.93471867119358,232.88808754984984,19.78749915341042
14,1,242.6856496284658,343.8771832475109,54.47147550588844,346.9840467742773,23.7889250553252
14,2,242.6856496284658,343.8771832475109,47.51931642383593,249.88828693006946,26.560611987446716
14,3,242.6856496284658,343.8771832475109,78.43967175171923,179.5753949065902,28.510187764683277
14,4,242.6856496284658,343.8771832475109,37.784305128147395,100.90205073945214,27.282670646877904
14,5,242.6856496284658,343.8771832475109,52.29693778738635,111.80616656114157,23.40270670762727
14,6,242.6856496284658,343.8771832475109,41.75287544213875,86.43337303520217,18.401437751234944
14,7,242.6856496284658,343.8771832475109,82.49651637877334,132.49104617527237,17.15374784389034
14,8,242.6856496284658,343.8771832475109,58.80751135409792,208.84260116227256,12.873092041709283
14,9,242.6856496284658,343.8771832475109,79.98257966211844,270.86831172082,11.945507120396723
14,10,242.6856496284658,343.8771832475109,71.71710173174463,293.8424420694212,13.514425771834492
14,11,242.6856496284658,343.8771832475109,39.386396393061624,367.4173248124288,14.854911556401634
15,0,221.62856280434036,412.3345258349939,58.41944568857996,217.5111867905779,19.74915666739891
15,1,221.62856280434036,412.3345258349939,39.81030107321697,253.68623652287707,23.16139569385276
15,2,221.62856280434036,412.3345258349939,23.681634080962873,325.2718063521363,25.6171431859815
15,3,221.62856280434036,412.3345258349939,60.26100195387327,166.25412718390734,27.60211001786031
15,4,221.62856280434036,412.3345258349939,38.928701462455905,113.9629985252841,26.687261575832483
15,5,221.62856280434036,412.3345258349939,57.28043628693897,47.66285763644311,23.371976547157665
15,6,221.62856280434036,412.3345258349939,55.36716195436553,126.13574778671477,20.015581461344055
15,7,221.62856280434036,412.3345258349939,89.90454084048825,88.80887494034037,15.706047986441172
15,8,221.62856280434036,412.3345258349939,52.018297962981066,190.06197829836142,13.759234847779174
15,9,221.62856280434036,412.3345258349939,47.83055137928261,253.7021810359883,13.914412965877405
15,10,221.62856280434036,412.3345258349939,56.816408934156584,328.60879932718115,13.167333896907202
15,11,221.62856280434036,412.3345258349939,37.683634734414085,277.0785442747678,17.22100424583506
16,0,248.009058173097,415.4295884913747,62.20659684212921,304.67900267037413,18.841827630167344
16,1,248.009058173097,415.4295884913747,69.75212134573766,318.0907385313211,23.60576713348645
16,2,248.009058173097,415.4295884913747,48.71361115827327,239.08944429662927,26.564020014182162
16,3,248.009058173097,415.4295884913747,34.91697769063329,201.86945892288247,27.81604160196103
16,4,248.009058173097,415.4295884913747,43.774267636898024,101.40341029404401,26.902089276205004
16,5,248.009058173097,415.4295884913747,75.15925305783719,63.3439509417351,23.460864186257012
16,6,248.009058173097,415.4295884913747,44.648501727977376,78.29674613771232,20.52560436352878
16,7,248.009058173097,415.4295884913747,58.209008210165926,104.66710338124618,16.710432901800385
16,8,248.009058173097,415.4295884913747,43.59102537341461,192.06781531287075,12.43453839544031
16,9,248.009058173097,415.4295884913747,42.68520052545707,268.98009371931175,13.052145903428002
16,10,248.009058173097,415.4295884913747,72.88472192636556,295.8618850172809,11.967089752947086
16,11,248.009058173097,415.4295884913747,23.448824985622387,239.7168036729473,16.144776648898535
17,0,239.89346734084535,338.05481774355707,86.37322465296504,256.9201398131574,21.285966569438166
17,1,239.89346734084535,338.05481774355707,63.7875173531076,257.231245458829,23.205369228907166
17,2,239.89346734084535,338.05481774355707,74.13846322420913,226.5660580379681,26.70199558789221
17,3,239.89346734084535,338.05481774355707,47.33759862752241,182.82509651610027,29.363311716737048
17,4,239.89346734084535,338.05481774355707,35.84033803241921,109.97371839708616,27.486028010375016
17,5,239.89346734084535,338.05481774355707,9.653432510363736,88.09033455285697,22.639351735252937
17,6,239.89346734084535,338.05481774355707,46.47687339336102,102.63032169159516,19.951248453319185
17,7,239.89346734084535,338.05481774355707,71.53014976545325,171.44503827613866,15.989990440861625
17,8,239.89346734084535,338.05481774355707,63.54781356323671,196.30102970452182,11.139737879185093
17,9,239.89346734084535,338.05481774355707,65.87112348560579,292.8683836818511,11.676966456342022
17,10,239.89346734084535,338.05481774355707,39.446622792316646,251.05627538613666,13.331190200375918
17,11,239.89346734084535,338.05481774355707,46.14720829776948,298.94223021398227,16.582522060765193
18,0,162.54420436805142,195.15940629860836,79.79634117453081,291.771428011171,20.411224243069437
18,1,162.54420436805142,195.15940629860836,32.30514960012464,250.67552363184373,25.495487942216865
18,2,162.54420436805142,195.15940629860836,35.318968966391076,322.6636175169187,25.385078769312535
18,3,162.54420436805142,195.15940629860836,91.03544137453903,101.99672037993682,28.295474119695697
18,4,162.54420436805142,195.15940629860836,71.95868147609741,105.04333427957324,26.40040511978413
18,5,162.54420436805142,195.15940629860836,77.94677671047054,103.66493291036717,24.071320320687015
18,6,162.54420436805142,195.15940629860836,52.557470112638846,114.709013262397,19.291815148994917
18,7,162.54420436805142,195.15940629860836,38.74198921455225,163.37537203917458,16.48974330461037
18,8,162.54420436805142,195.15940629860836,55.872758140992275,208.98607813258076,12.426855639913509
18,9,162.54420436805142,195.15940629860836,65.22695159538813,256.508478315188,12.754064189677383
18,10,162.54420436805142,195.15940629860836,84.16227004270999,304.4210747269174,12.962845239810171
18,11,162.54420436805142,195.15940629860836,92.7987321561767,280.0527240910017,14.950256423756136
19,0,172.83132724410405,254.7760381661202,51.81955029490126,264.6514059692377,17.458003182497215
19,1,172.83132724410405,254.7760381661202,71.58668047670459,324.02618631637034,25.055255161350427
19,2,172.83132724410405,254.7760381661202,46.40494271516901,279.8728470303912,25.124082166752636
19,3,172.83132724410405,254.7760381661202,50.2598646548134,187.65284862925765,27.621511643091164
19,4,172.83132724410405,254.7760381661202,52.44815775667016,99.30571116955333,27.18644257796425
19,5,172.83132724410405,254.7760381661202,35.522988214513774,93.29582846902136,25.76777182794413
19,6,172.83132724410405,254.7760381661202,38.065086881889876,124.37610965472948,19.48032898251933
19,7,172.83132724410405,254.7760381661202,106.40126306520364,114.98279810452813,13.58201175447885
19,8,172.83132724410405,254.7760381661202,40.31057990595329,166.33903502095419,12.343980605012423
19,9,172.83132724410405,254.7760381661202,92.91192622679225,303.3639867391646,11.772891157681066
19,10,172.83132724410405,254.7760381661202,48.10142879550093,356.55079677635206,12.751643840886581
19,11,172.83132724410405,254.7760381661202,68.54572985795173,318.7899125127405,14.219422032197249
20,0,250.79967771266968,111.47964432876563,30.365875532354206,268.0680284317462,18.917542480815726
20,1,250.79967771266968,111.47964432876563,99.82292382053812,263.97933012439984,24.226509413424786
20,2,250.79967771266968,111.47964432876563,71.20279284994952,296.48784667148055,25.864870643095813
20,3,250.79967771266968,111.47964432876563,32.553653680242206,159.88313635872248,26.53837356273126
20,4,250.79967771266968,111.47964432876563,60.27658852004575,107.00892417496088,26.51284271066296
20,5,250.79967771266968,111.47964432876563,75.13779003331028,76.58117012774096,23.674086847548985
20,6,250.79967771266968,111.47964432876563,32.99650121681896,102.65210015822608,22.501119012040782
20,7,250.79967771266968,111.47964432876563,87.95676563515013,140.9974712913406,16.623869390512645
20,8,250.79967771266968,111.47964432876563,54.76144436227952,198.01403550227565,13.704780955238645
20,9,250.79967771266968,111.47964432876563,59.33349575067527,231.44055441230776,13.732148151990785
20,10,250.79967771266968,111.47964432876563,30.13059348914769,317.18705372111845,13.003435260749601
20,11,250.79967771266968,111.47964432876563,53.665727780912924,186.82643056312247,15.095505159457442
21,0,214.68951453936114,386.7873247003332,83.39100625860672,215.15171340772307,20.059440874204938
21,1,214.68951453936114,386.7873247003332,60.41248797191597,261.6962730825993,21.525158316155657
21,2,214.68951453936114,386.7873247003332,48.652312616481396,260.95645803347526,25.988619602339355
21,3,214.68951453936114,386.7873247003332,39.1864056886964,162.13932025651332,29.82219936698818
21,4,214.68951453936114,386.7873247003332,45.94620090559175,87.50665191903668,26.75485436484466
21,5,214.68951453936114,386.7873247003332,80.83615535232244,108.12826925657255,23.697851703037188
21,6,214.68951453936114,386.7873247003332,55.86650840201112,121.3403588105753,20.09718818921168
21,7,214.68951453936114,386.7873247003332,38.8651335887707,116.3215686189954,17.56262866180568
21,8,214.68951453936114,386.7873247003332,82.09845814048391,243.1823325906417,13.143572974807446
21,9,214.68951453936114,386.7873247003332,59.54758141915876,257.85343433081425,12.090784712508679
21,10,214.68951453936114,386.7873247003332,92.75236960596743,278.4722324667291,11.908896423161043
21,11,214.68951453936114,386.7873247003332,94.31013217242945,274.5521333832161,15.709021786334112
22,0,239.27060423691583,298.30256589572434,65.26785587409299,268.3283470853008,20.469385521132956
22,1,239.27060423691583,298.30256589572434,39.01746798627107,319.09576031736276,22.66481740515985
22,2,239.27060423691583,298.30256589572434,47.65019602426108,354.92445684784394,27.19843381789707
22,3,239.27060423691583,298.30256589572434,78.06955979098436,162.31660388311053,27.690547005745604
22,4,239.27060423691583,298.30256589572434,75.02032927912863,88.21812863009232,26.863712603697376
22,5,239.27060423691583,298.30256589572434,57.678263346809175,78.4132977193178,25.551133298524103
22,6,239.27060423691583,298.30256589572434,74.79270930541442,61.37643775114299,20.913683189847685
22,7,239.27060423691583,298.30256589572434,60.88660030824151,118.50823670028312,15.03669213168508
22,8,239.27060423691583,298.30256589572434,26.132188069964442,236.9005814439602,13.532910355065333
22,9,239.27060423691583,298.30256589572434,70.82926346987206,259.739241651937,12.357672232009381
22,10,239.27060423691583,298.30256589572434,56.68288756640325,282.6642142727085,11.646065939722234
22,11,239.27060423691583,298.30256589572434,60.27670216553313,224.81345323229004,13.91479621015256
23,0,316.04116010350845,408.86845007189237,50.30466914866612,255.43311366918792,18.187046829062993
23,1,316.04116010350845,408.86845007189237,94.16809095935444,315.5757000109446,25.15507514618297
23,2,316.04116010350845,408.86845007189237,62.81635680244972,276.2711129508986,26.809191726772816
23,3,316.04116010350845,408.86845007189237,36.88584694139575,161.0932833975113,28.323100237832865
23,4,316.04116010350845,408.86845007189237,56.45117049593185,102.59963860357611,27.651749976512047
23,5,316.04116010350845,408.86845007189237,97.05346754377734,85.93274559699704,23.419134150226732
23,6,316.04116010350845,408.86845007189237,52.46252221080093,117.49487264177183,19.572042832615992
23,7,316.04116010350845,408.86845007189237,41.48752719459502,139.94917692432804,17.36602394519619
23,8,316.04116010350845,408.86845007189237,62.844749227746,172.59154107721923,12.860570809176618
23,9,316.04116010350845,408.86845007189237,68.130218789939,220.27169223983714,12.622809518231541
23,10,316.04116010350845,408.86845007189237,67.9612519160878,299.52776641786033,13.88875100869186
23,11,316.04116010350845,408.86845007189237,48.84001858670645,284.5773698899587,16.116506854039184
24,0,395.4660359422739,409.8501632902965,55.88959019124647,251.92812248714796,20.464778812105866
24,1,395.4660359422739,409.8501632902965,54.565380944140024,230.07833626675995,23.84469274642673
24,2,395.4660359422739,409.8501632902965,75.1513622075877,278.6084379676341,26.925518734383427
24,3,395.4660359422739,409.8501632902965,56.99821811229979,157.27937212009195,26.946348425169976
24,4,395.4660359422739,409.8501632902965,71.1583811823102,94.65143481571249,26.72580028195581
24,5,395.4660359422739,409.8501632902965,123.37697487017451,57.41724993158788,22.588808695476757
24,6,395.4660359422739,409.8501632902965,65.76247345974475,90.86097001118351,20.106379683272767
24,7,395.4660359422739,409.8501632902965,64.90103608928663,113.51072950401698,17.68898666791567
24,8,395.4660359422739,409.8501632902965,63.48160758531729,193.9482143931856,13.132663462324304
24,9,395.4660359422739,409.8501632902965,39.994888488550096,239.60805709293604,13.043373716240582
24,10,395.4660359422739,409.8501632902965,79.90424613200912,200.47518431283027,13.886141764736607
24,11,395.4660359422739,409.8501632902965,47.926666009053086,247.99981369549175,14.137732865229664
25,0,393.50881025394233,288.76725333570107,96.58168126406315,240.9977456710793,21.023254142546904
25,1,393.50881025394233,288.76725333570107,50.70686056920096,375.52055638520494,25.6545404976754
