id_corrida,seed,asignacion,horizonte_meses,satisfaccion_riego_media,satisfaccion_riego_minima,energia_total_gwh,ingresos_totales_usd,riego_total_hm3,llenado_medio,llenado_minimo,satisfaccion_potrerillos,satisfaccion_carrizal,satisfaccion_nihuil,satisfaccion_agua_del_toro
100-normal-uniforme,100,uniforme,120,0.4806374038408565,0.3340296669283796,5711.705603787285,456936448.30298287,19427.489135519885,0.3758472745758708,0.2181062959742951,0.785971943890618,0.8972384392465628,0.7381554665907882,0.8373872893248229
