mes,Total Volumen,Total Porcentaje de Llenado Completo,Total Energia GWh,Total Ingresos Energia,Total Demanda Riego,Total Riego Entregado,Total Satisfaccion Riego,Volumen Embalse Potrerillos,Carrizal Volumen Embalse,Nihuil Volumen Embalse,Agua Del Toro Volumen Embalse,Potrerillos Satisfaccion Riego,Carrizal Satisfaccion Riego,Nihuil Satisfaccion Riego,Agua Del Toro Satisfaccion Riego,Potrerillos Generacion GWh,Carrizal Generacion GWh,Nihuil Generacion GWh,Agua Del Toro Generacion GWh,Conviene Riego,Conviene Energia
85,1657.6986294361927,0.5962944710202133,139.6567000572706,11172536.004581649,493.0,226.51805746374833,0.45946867639705546,1140.8421419090475,108.4113299500973,193.83921942715838,214.60593814988945,0.6679742566752578,1.0,0.8590914454599007,0.8461052452126635,115.21154134972741,3.948533040119385,8.104090534483808,12.392535132939996,0,1
86,1662.7774239603366,0.598121375525301,146.12774371935689,11690219.49754855,470.0,233.0273338302237,0.4958028379366462,1140.4972627484215,108.01923002516637,199.80250039182198,214.4584307949268,0.7278269743131492,1.0,0.9539944890394748,0.9183704226398884,119.58435648731108,4.897151173868438,8.78477980968136,12.861456248495992,0,1
87,1664.940269274595,0.5988993774369047,131.67276733824653,10533821.387059722,314.0,180.14657228455636,0.5737151983584597,1139.8552500226808,107.48669902509666,203.41489491907012,214.18342530774743,0.9213959265195844,1.0,1.0,1.0,101.09276959435049,5.533797506555533,11.44449229295669,13.601707944383824,0,1
88,1660.6545413999522,0.5973577487050188,193.5093767978459,15480750.143827673,180.0,108.0,0.6,1139.1372988624162,106.94012323267229,200.70149003639574,213.87562926846806,1.0,1.0,1.0,1.0,146.37129525738357,8.264508006743675,16.839821239240024,22.03375229447862,0,1
89,1657.123217456649,0.5960874882937586,179.39025004667485,14351220.003733989,155.0,93.0,0.6,1138.6171237251278,106.53310745039433,198.3206388259025,213.65234745522434,1.0,1.0,1.0,1.0,135.54266876516184,7.672624186931484,15.598631712122373,20.576325382459174,0,1
90,1654.565506966519,0.5951674485491075,146.42876243283746,11714300.994626995,155.0,93.0,0.6,1138.386557398874,106.31222621582802,196.3136895832016,213.55303376861553,1.0,1.0,1.0,1.0,110.63950755166846,6.2930236050677175,12.759463622411984,16.736767653689284,0,1
91,1653.256519055403,0.5946965895882744,155.6500702912055,12452005.623296442,224.0,134.4,0.6,1138.5578245845454,106.3353032261061,194.73748698708374,213.62590425766786,1.0,1.0,1.0,1.0,117.7422918532668,6.729233521660902,13.511515625969816,17.667029290307987,0,1
92,1652.6328543908999,0.5944722497808992,143.35840011448244,11468672.009158596,359.0,203.0600347840568,0.5656268378385984,1138.9252166745782,106.47787678192175,193.44681541302563,213.78294552137436,0.8971669565338068,1.0,1.0,1.0,112.45553164663474,5.95122611598286,10.213939790477562,14.737702561387264,0,1
93,1658.1074976348452,0.5964415459118149,127.1433557843547,10171468.462748377,449.0,208.2200278036918,0.463741710030494,1139.4396279637735,106.70845727231793,197.95624207632358,214.00317032243024,0.6659602808450469,1.0,0.9235422201638699,0.8394412517965053,104.3646458416262,3.4879279470492857,8.081699680889512,11.209082314789695,0,1
94,1657.8417378170818,0.5963459488550654,145.96440331239774,11677152.264991818,515.0,236.74421198414768,0.459697498998345,1140.0315913429697,106.98497989688425,196.56832521012046,214.25684136710748,0.6700501513498353,1.0,0.848235289007815,0.8489571022527618,120.57435688452007,4.013162432236603,8.41315185215723,12.963732143483849,0,1
95,1667.079076004551,0.5996687323757378,118.48421328172049,9478737.062537638,470.0,198.30376877093846,0.42192291227859247,1140.4770315803594,107.17821355650767,204.97589868093513,214.44793218674897,0.5948408144674856,1.0,0.833316157958401,0.7499146494686927,97.73352060282319,2.449588669295726,7.799084498260579,10.50201951134098,0,1
96,1665.053029284787,0.5989399385916501,158.95276490672563,12716221.192538051,449.0,242.56790124202965,0.5402403145702219,1140.6240295129305,107.2031418179285,202.71459865973065,214.51125929419752,0.8211193416135311,1.0,1.0,1.0,128.73978413793384,5.895584728814828,9.57222135665844,14.745174683318513,0,1
97,1675.7567605898107,0.602790201651011,147.36719941014573,11789375.952811658,493.0,238.480221014592,0.4837326998267586,1140.5689675127105,108.94485881953041,211.75492672516438,214.48800753240533,0.6965448032710443,1.0,0.9821786036449635,0.8824188398477222,120.12651400417707,4.519725430774145,9.800322512726092,12.920637462468422,0,1
98,1671.6330873178686,0.6013068659416794,158.07494085489162,12645995.26839133,470.0,246.40389742834347,0.5242636115496669,1140.243973818186,108.47915858336123,208.56094037026833,214.34901454605296,0.7791502776160962,1.0,1.0,0.9833612459676733,128.00424872265543,5.819520937173086,10.483266793774185,13.767904401288911,0,1
99,1672.8898893548758,0.601758953005351,153.8722125319324,12309777.002554592,314.0,188.4,0.6,1139.7448820779355,108.17835397846936,210.83139238467197,214.13526091379896,1.0,1.0,1.0,1.0,115.40642544472429,6.840082142725966,14.48919494512298,17.136509999359184,0,1
100,1668.329077820452,0.6001183733167094,236.54327461320455,18923461.969056364,180.0,108.0,0.6,1139.2248435518045,107.64950590685721,207.5423924764784,213.91233588531202,1.0,1.0,1.0,1.0,178.50166466555848,10.08563930449981,20.969151037115072,26.986819606031187,0,1
101,1664.2977533897792,0.5986682566150285,248.9478487132353,19915827.897058822,155.0,93.0,0.6,1138.7882464047048,107.204610228687,204.5799065881253,213.72499016826228,1.0,1.0,1.0,1.0,188.4950678580488,10.633703840100207,21.081868074540875,28.737208940545408,0,1
102,1664.6714981110442,0.5988026971622461,258.72234531941115,20697787.62555289,155.0,93.0,0.6,1138.6421450896205,106.95627961642224,205.41106298315842,213.66201042184304,1.0,1.0,1.0,1.0,196.37513176861688,11.050167151923446,21.34920023406358,29.947846164807235,0,1
103,1668.4255775800998,0.6001530854604675,280.3974154179766,22431793.23343813,224.0,134.4,0.6,1138.7836427158272,106.89527053385423,209.02439100421753,213.72227332620085,1.0,1.0,1.0,1.0,217.61215968036785,9.792719256359577,19.935902626626262,33.0566338546229,0,1
104,1704.6223119090262,0.6131734934924554,136.97864479015183,10958291.583212147,359.0,196.82150537351836,0.5482493185891877,1139.2421910108865,122.62688922985116,228.83472589580762,213.9185057724809,0.8451792114459863,1.0,1.0,1.0,105.95227447588657,6.033155406448343,12.258349842402373,12.734865065414557,0,1
105,1699.303960417128,0.6112604174162332,172.90944525538129,13832755.620430503,449.0,247.59268571248964,0.5514313712973044,1139.799568209369,120.83085330246219,224.51625048676084,214.1572884185362,0.854617904749931,1.0,1.0,1.0,133.9486325293643,7.547222598903843,15.064977227096364,16.34861290001679,0,1
106,1694.8465932017953,0.6096570479143149,139.1042316436941,11128338.531495528,515.0,229.44939267846283,0.4455328013174035,1140.4151572755634,119.33213555255199,220.6780714536024,214.4212289200774,0.6310177955026489,1.0,0.8996910622888247,0.7993375890153273,113.56760723714716,3.7146070378003584,9.611020902008688,12.210996466737905,0,1
107,1690.2972303148438,0.6080205864441884,154.66368516518617,12373094.813214893,470.0,240.9179473596072,0.5125913773608665,1140.7569943440062,117.90645395650108,217.06572616396488,214.5680558503716,0.7546592066622917,1.0,1.0,0.9523772740964954,124.00558854376408,5.8744185902624455,11.442352659596908,13.341325371562744,0,1
108,1686.3120718987402,0.6065870762225685,162.2385534599623,12979084.276796984,449.0,242.0356284177548,0.5390548517099216,1141.0983159797004,116.68398276781276,213.81502280023724,214.71475035098993,0.8175708561183653,1.0,1.0,1.0,128.2072329106068,6.628382664250663,12.820606110776986,14.582331774327873,0,1
109,1682.273268410931,0.6051342692125651,162.400829801986,12992066.38415888,493.0,254.88824597263059,0.5170146977132466,1140.981303416494,115.37702739645748,211.24984271635708,214.66509488162254,0.7630717911803234,1.0,1.0,0.9670543555774865,131.62104003152655,6.124744886978104,10.488949894823548,14.166094988657791,0,1
110,1683.2178791832982,0.6054740572601792,191.74782338159582,15339825.870527666,470.0,270.2224701552575,0.5749414258622499,1140.5951221186742,114.07672534279781,214.0460442154942,214.49998750633193,0.9250793266873887,1.0,1.0,1.0,151.9993874877711,6.908145540068585,12.10183286584131,20.738457487914857,0,1
111,1710.7949242612174,0.6153938576479199,197.15711697337412,15772569.357869929,314.0,188.4,0.6,1140.0345928329473,124.84007795622566,231.66027453053636,214.25997894150814,1.0,1.0,1.0,1.0,146.01622494138604,9.646295257188923,19.634087006057957,21.860509768741178,0,1
112,1702.075652218959,0.6122574288557406,326.3504774668139,26108038.197345115,180.0,108.0,0.6,1139.4740658651604,122.1695400544923,226.4122991283042,214.01974717100225,1.0,1.0,1.0,1.0,247.32865446676004,14.042952259931754,27.37809949343659,37.60077124668554,0,1
113,1714.138197378686,0.6165964738772252,242.67537876386166,19414030.301108934,155.0,93.0,0.6,1138.9950149183048,126.98493159601308,234.3440177675359,213.81423309683214,1.0,1.0,1.0,1.0,179.8982498316905,11.65458329985445,23.705332525294136,27.417213107022565,0,1
114,1705.6626980378664,0.6135477331071462,282.89941452975114,22631953.16238009,155.0,93.0,0.6,1138.7767847213163,124.17198201658361,228.99358218978082,213.72034911018585,1.0,1.0,1.0,1.0,210.59553417441302,13.282697277302548,26.8793303413607,32.141852736674885,0,1
115,1699.0667748498504,0.6111750988668526,234.1989366236469,18735914.92989175,224.0,134.4,0.6,1138.9541472642745,121.93248890855558,224.38417459611844,213.7959640809018,1.0,1.0,1.0,1.0,174.5342916022934,10.995578530693532,22.245596479724526,26.423470010935436,0,1
116,1693.707470860104,0.6092472916762964,153.803557916255,12304284.633300398,359.0,206.89810998339752,0.5763178551069569,1139.3185862889454,120.09776446650415,220.3392598999277,213.9518602047266,0.9291509165283126,1.0,1.0,1.0,116.4825133820643,7.143834399792344,14.196199311269794,15.981010823128555,0,1
117,1689.5964299994307,0.6077684999997952,174.9807817674997,13998462.541399976,449.0,249.95381705362234,0.5566900157096266,1139.9050261933469,118.6472143354828,216.8411283388101,214.2030611317909,0.8703587803574825,1.0,1.0,1.0,136.42141420039604,7.70760621075514,13.740157469733221,17.111603886615313,0,1
118,1691.0397707329612,0.6082876873140148,151.48754649063315,12119003.719250651,515.0,245.729781397868,0.47714520659780196,1140.4241439476596,117.37971765022348,218.81027516888682,214.42563396619116,0.6843550513056287,1.0,0.9714926887159852,0.8671799684730738,123.1674283774004,4.752055340518852,10.320535050072303,13.247527722641598,0,1
119,1687.2145987832048,0.606911726181009,180.12075174817375,14409660.139853898,470.0,261.0752929888668,0.555479346784823,1140.8786137722877,116.26925246979124,215.44605551259963,214.62067702852625,0.866891176773962,1.0,1.0,1.0,142.45432593536069,7.348739842123322,12.5226211322148,17.795064838474943,0,1
120,1698.3741403545368,0.610925949767819,185.56816169053272,14845452.935242618,449.0,255.68299865053035,0.569449885635925,1141.1206999762167,118.65684809383647,223.8717590468574,214.72483323762626,0.908553324336869,1.0,1.0,1.0,142.47588125970256,8.173586006882166,15.932816930261273,18.98587749368672,0,1
