mes,entrada_agua_hm3,temperatura_c
0,94.23717929048117,20.30047849277771
1,111.6617703780065,23.58087743082124
2,109.55409187263548,27.915766639459324
3,79.95429470717785,29.07877039458127
4,87.2478133378468,27.08351323718793
5,89.29249362165292,23.646987344024915
6,71.33402985156127,19.46783280716952
7,85.58793296281921,16.572397559269888
8,92.45199338159493,12.798537697085717
9,98.64159101455145,12.080084137086487
10,90.82165855502026,13.72958715829347
11,76.03863920285079,15.544548141888532
12,106.74386439593948,20.36357203158722
13,100.41489901728293,25.617546193255173
14,120.65477186956672,26.69551548427218
15,119.71205970112797,27.52091935635448
16,103.8946916686241,27.47827162336768
17,124.76087282821075,23.669990107946468
18,105.87868237006097,19.23883586609111
19,113.2932133092378,16.320449291332903
20,126.52031718583795,14.12393423836224
21,117.81337263884893,11.896635090447267
22,107.35012252328205,14.296507964886407
23,111.88448486881032,16.12573614656313
24,129.53684491328988,19.12582820061517
25,95.94197184883043,24.65130232587661
26,103.05905813082772,25.095649823675817
27,86.44553228525487,28.19629518547808
28,105.02173733867907,26.47741425445058
29,93.46156730378722,23.62712557442758
30,108.6005156841177,19.550011901677856
31,88.81646267448072,14.032250508592064
32,106.2992202137067,12.941261555759445
33,99.31759773659387,11.602528122297691
34,102.67145016497233,12.203443074815375
35,104.63948179683061,14.267190286645874
36,122.37211949929858,22.097664759522083
37,103.21790370963569,24.726982185995418
38,91.52575524157328,26.855719129956807
39,111.80202482365,28.911270817541748
40,121.48772397192032,27.44748183333042
41,100.15620828286931,23.61378943321082
42,125.53536706609972,21.76117752894742
43,102.79635408603761,15.79179201908964
44,114.96609730905429,13.833083258853868
45,113.56568382552173,12.27579917209106
46,114.15692593559052,12.49134989447291
47,129.24231308173614,15.159937642852269
48,92.13346070421314,17.844920124289306
49,94.55153164135477,24.209281213158537
50,99.96960658629617,27.620347677618017
51,108.24903325330308,26.333405491087127
52,95.42381475190483,26.97705007845343
53,120.73670087700701,24.362879003399
54,105.79600376307465,19.802369058005574
55,104.79552734132587,14.752934885272522
56,100.14939835467915,13.956558171255
57,116.14145727892793,10.716263868971172
58,121.44659676593486,14.797178616608036
59,76.7967810590807,14.77611077275416
60,114.81472726282668,20.276526802053755
61,96.0715494787331,23.435919998518315
62,113.37092834123285,25.669002795196675
63,110.81259327423237,29.98004260896881
64,112.13977704747654,25.513513832939974
65,107.37095853004108,23.645830702468423
66,103.37241699634365,21.40742063128885
67,117.87972975785665,15.985884061888948
68,97.72625654327241,13.564159478946616
69,125.40652209379995,12.955444148667333
70,117.14631007035176,14.48539065996939
71,93.73702848500362,17.949132608012658
72,70.57214102490983,19.329253514642676
73,108.34719558672613,23.261987040448904
74,88.12394859461395,26.582887655033318
75,77.1998509431668,28.77696859480705
76,100.19603126655572,28.11493810740864
77,90.72913637293892,23.37915430745423
78,95.07189426312873,22.08656564231685
79,89.62803072634934,14.992522296210083
80,90.63908378455933,11.812615251273138
81,96.58150074421546,11.453636159448816
82,99.20808655713849,13.576700974415846
83,67.15159857565843,15.504212597945768
84,93.39278556283404,21.436608825440345
85,102.638613295336,23.58028674475639
86,106.46554565590341,28.347794151850632
87,90.42246142031728,30.405744089145504
88,93.45447548254705,28.66858932402529
89,85.22427702010741,25.319763394945035
90,74.39708024328236,19.928759948727357
91,87.84383637240977,16.867381533755815
92,100.37070295031222,14.21024164419247
93,93.29582432173164,12.322648256617578
94,107.35923486719281,13.518581916837013
95,87.46119986969505,17.10687821926269
96,114.41960553192672,19.770640150274104
97,106.932100017658,23.710266098042453
98,113.80744158893934,26.6899823170524
99,100.40587425206705,27.745708269568595
100,107.43003461085212,27.34192430407188
101,108.25948152358797,23.85374534287875
102,111.69788973896873,19.966638550026616
103,131.29475512225054,15.222871698731456
104,94.69014042364547,13.115996806996089
105,119.01144850517524,11.439567778324804
106,101.23779789256788,14.417246463606109
107,110.29259984371507,13.906478574576346
108,113.92199691762033,19.93676002807185
109,116.89921661291072,23.95938660925631
110,134.6518682978249,27.035417050856665
111,113.70623230979167,27.88499255543103
112,137.35969722021173,27.57065450390788
113,104.50594736919119,24.57075360107944
114,117.8780249645072,19.25020585267612
115,112.53785498112778,16.30885172899236
116,103.84847945086453,12.58502101109727
117,121.1548799491089,12.65788400493534
118,109.58724280289054,12.794585760089728
119,126.32804941291376,15.139785912363378
