nombre,estrategia,energia_total_gwh,riego_total_hm3,satisfaccion_promedio,dias_crisis,volumen_final_hm3
Potrerillos,prioridad_energia,-20.562073956342367,2525.1280451685952,1.0,0,141.70422420642677
Potrerillos,prioridad_riego,0.7799333839324377,323.615259876293,0.16141463372121084,179990,99.72543687624541
Potrerillos,balance,0.7799333839324369,323.6152598762926,0.16141463372121068,179988,99.72543687624541
