id_corrida,seed,asignacion,horizonte_meses,satisfaccion_riego_media,satisfaccion_riego_minima,energia_total_gwh,ingresos_totales_usd,riego_total_hm3,llenado_medio,llenado_minimo,satisfaccion_potrerillos,satisfaccion_carrizal,satisfaccion_nihuil,satisfaccion_agua_del_toro
100-crisis-estacional,100,estacional,120,0.08659239533206049,0.0,541.9230371032315,43353842.96825852,4016.3471402922223,0.1257435906078926,0.090345960995838,0.1542025098021058,0.13846380070215378,0.13357260972457397,0.12638784161447336
