mes,Total Volumen,Total Porcentaje de Llenado Completo,Total Energia GWh,Total Ingresos Energia,Total Demanda Riego,Total Riego Entregado,Total Satisfaccion Riego,Volumen Embalse Potrerillos,Carrizal Volumen Embalse,Nihuil Volumen Embalse,Agua Del Toro Volumen Embalse,Potrerillos Satisfaccion Riego,Carrizal Satisfaccion Riego,Nihuil Satisfaccion Riego,Agua Del Toro Satisfaccion Riego,Potrerillos Generacion GWh,Carrizal Generacion GWh,Nihuil Generacion GWh,Agua Del Toro Generacion GWh,Crisis Hidrica,Conviene Riego,Conviene Energia
64,1840.8155490287163,0.6621638665570923,77.1908770982536,6175270.167860288,180.0,99.05281322000731,0.5502934067778184,1119.7946429068086,163.579965436457,281.56599142537743,275.87494926007315,0.850880220333455,1.0,1.0,1.0,52.92720803705542,4.98722424818325,9.609787468421114,9.6666573445938,0,0,1
65,1818.5513757940735,0.6541551711489473,41.64538524326072,3331630.819460857,155.0,64.04959231775409,0.4132231762435748,1121.5475942428202,156.037634442568,271.746071606766,269.2200755019194,0.5509603739305401,1.0,0.798240030690402,0.8363616318084247,29.836684185331407,2.004666961768873,5.421466164262445,4.382567931897991,0,0,1
66,1799.034830429102,0.647134831089605,36.592627404072786,2927410.192325823,155.0,57.93135486520498,0.37375067654970956,1123.2452938662925,149.53697628593488,262.9308150120206,263.3217452648538,0.5,1.0,0.691625052638906,0.7185002396765184,27.095109738492003,1.1902375655509554,4.5906686621415025,3.7166114378883264,0,0,1
67,1776.9099155385538,0.6391762286109905,49.42493465453568,3953994.772362855,224.0,85.89089260192817,0.3834414848300365,1119.796481920797,143.95927224453783,255.0427171762357,258.11144419698314,0.5,1.0,0.8285686030565038,0.6937450564779082,38.876833946715685,1.1927868126804204,4.217824730069245,5.13748916507033,0,0,1
68,1760.4876510892248,0.6332689392407284,78.771338257363,6301707.060589041,359.0,135.16149421445763,0.37649441285364244,1119.423791533231,139.31351992763433,248.1380976581786,253.6122419701809,0.5043077386714763,0.9614563663096989,0.7730073118252859,0.6828802152611643,62.72961326114627,1.7800700950035704,6.275484964722827,7.986169936490328,0,0,1
69,1749.061846706751,0.629158937664299,197.68019194726702,15814415.355781363,449.0,259.1303551944904,0.5771277398540988,1122.0525452998659,135.36024586544642,241.98976382617175,249.65929171526716,0.9315357012966026,1.0,1.0,1.0,144.9896300774622,10.023153943121361,19.440345866284094,23.227062060399337,0,0,1
70,1738.9690781254494,0.6255284453688666,294.51932996699253,23561546.3973594,515.0,309.0,0.6,1124.444996273134,131.93815042444248,236.4452284807781,246.1407029470948,1.0,1.0,1.0,1.0,232.23674633954485,9.655825573250203,17.52446665252814,35.10229140166932,0,0,1
71,1826.866213421933,0.6571461199359472,333.84872499489404,26707897.999591522,470.0,282.0,0.6,1126.4765100385398,163.8820572560785,280.399998523398,256.1076476039168,1.0,1.0,1.0,1.0,238.0683950537589,18.886482033241293,35.473515271964594,41.42033263592921,0,0,1
72,1815.8635458518556,0.6531883258459912,214.20688293801277,17136550.63504102,449.0,265.4609146030865,0.5912269812986336,1128.050016640484,160.2170265201937,275.83602881328216,251.76047387789572,0.9737394306872434,1.0,1.0,1.0,151.91691737935545,12.710727446617048,24.007648767894803,25.571589344145448,0,0,1
73,1797.3742548931846,0.6465375017601384,337.415779218226,26993262.33745808,493.0,295.8,0.6,1129.3599644763706,153.35321195394215,266.83158470387804,247.82949375899372,1.0,1.0,1.0,1.0,255.7269517403552,15.420335329293415,29.210219167065517,37.05827298151192,0,0,1
74,1849.5833703604928,0.6653177591224795,163.45202241409626,13076161.7931277,470.0,233.80050184002977,0.4974478762553825,1130.2556344576642,168.85028436171015,286.65416538733984,263.82328615377867,0.740151827611633,1.0,0.8521843010630394,0.974990815456611,121.12175969338715,8.432435608756311,18.57687818843256,15.320948923520247,0,0,1
75,1826.127341334845,0.6568803386096564,82.80182822678051,6624146.2581424415,314.0,126.424839500034,0.4026268773886433,1130.823810098187,160.58949650144342,276.3091074378002,258.40492729741413,0.5665735766492697,0.9957982483263347,0.7024263678720446,0.7643316046458322,61.9428828501964,3.0294623678564014,9.873022759681563,7.956460249046161,0,0,1
76,1804.804401561048,0.6492102163888662,62.73211503830529,5018569.203064423,180.0,90.97612321228648,0.5054229067349248,1131.178116185337,153.3000207702866,266.8351650287401,253.49109957668423,0.7357311954425956,1.0,0.9301674587315414,0.9961587808587598,45.970231025117094,3.4799538572903566,7.3716497668938805,5.910280389003958,0,0,1
77,1785.9063205643774,0.6424123455267545,35.669725767007556,2853578.061360604,155.0,56.28630481866662,0.3631374504430105,1131.5411722488172,146.97157442928685,258.2791960924623,249.114377793811,0.5,1.0,0.6541638190884049,0.6523760003850391,27.18370971961737,0.9284393679455581,4.288769352117854,3.2688073273267735,0,0,1
78,1761.2323825808667,0.6335368282664988,33.686858154358,2694948.65234864,155.0,56.75376370766824,0.3661533142430209,1123.5095872701074,141.6438987147724,250.73845951495855,245.3404370810283,0.5,0.9101447612743989,0.7621429653537405,0.65,27.097932392044747,0.7236426087008988,2.636372296844202,3.228910856768153,0,0,1
79,1727.1943668924919,0.6212929377311122,47.4180389479107,3793443.1158328564,224.0,78.36,0.34982142857142856,1107.206078430009,137.05096189487813,243.96283348152693,238.97449308607787,0.5,0.8,0.65,0.65,38.68363637590876,0.9163183284033939,3.2101124872035753,4.607971756394971,0,0,1
80,1663.4707877380101,0.5983707869561188,74.8426253721265,5987410.029770121,359.0,126.78476488691815,0.3531609049774879,1070.9253724779487,130.90626549946776,236.08192559874504,225.55722416184864,0.5,0.8245537173319025,0.6687652458638623,0.65,61.00306431738963,1.4690205426262757,5.249643778891141,7.120896733219464,0,0,1
81,1624.6051426756649,0.5843903390919658,131.85075339851858,10548060.271881485,449.0,217.92264806548522,0.48535110927724995,1048.966466272524,128.10090633820303,231.1426773875554,216.39509267738242,0.6912030156337337,1.0,1.0,0.8976626135004996,104.48213605815135,5.214739717421983,10.09639705551252,12.05748056743271,0,0,1
82,1627.993793259815,0.5856092781510126,214.79835774575162,17183868.61966013,515.0,303.06946268324555,0.5884843935597001,1059.218534948522,125.66956777154265,226.6826377552969,216.42305278445343,0.9655601781837722,1.0,1.0,1.0,168.2526175122909,8.285424738848295,14.375609916090385,23.884705578522023,0,0,1
83,1688.12323542709,0.6072385738946368,189.4751297334305,15158010.37867444,470.0,262.7145495175928,0.5589671266331762,1068.2342364428036,142.42368385338182,253.57248832159937,223.8928268093052,0.8773190172874862,1.0,1.0,1.0,140.06829733890143,10.127050088711751,19.47795898286107,19.80182332295622,0,0,1
84,1683.9899201481733,0.6057517698374724,313.62729983290546,25090183.986632437,449.0,269.4,0.6,1076.158439020597,137.99406870159453,246.8273779745419,223.01003445143996,1.0,1.0,1.0,1.0,247.59221697104104,12.514109330521448,23.639581932408017,29.881391598934982,0,0,1
85,1782.8007506756799,0.641295234056,321.89676700277585,25751741.360222068,493.0,295.8,0.6,1082.82660966323,163.7063625876158,280.215136278647,256.05264214618694,1.0,1.0,1.0,1.0,228.7890897092636,18.22076753294266,34.45231091303566,40.434598847533955,0,0,1
86,1782.2566411096302,0.6410995111905144,196.63120127744617,15730496.102195693,470.0,263.09303611038916,0.5597724172561471,1088.6372246400915,161.9917617155926,278.0826035782145,253.54505117573154,0.8797266928141807,1.0,1.0,1.0,141.60727672147246,11.47545225773074,21.41214710025909,22.136325197983865,0,0,1
87,1765.6546519479355,0.6351275726431422,93.0549233388791,7444393.867110329,314.0,140.4096370524557,0.4471644492116424,1093.4976032255795,154.53967537059646,268.4617087559236,249.15566459583587,0.6432239823706635,1.0,0.7875489101669788,0.8646129471476731,69.29142579370789,4.100537298457348,10.84825231239689,8.81470793431698,0,0,1
88,1750.4756472797121,0.6296674990214792,54.801408947101734,4384112.715768139,180.0,82.72453062329163,0.4595807256849535,1097.6982352798614,147.96066671336442,259.65016507604423,245.16658021044196,0.6527816531447871,1.0,0.8488343633430019,0.8978340865908615,40.25076757031879,2.7227712840189215,6.600945514851024,5.226924577912995,0,0,1
