id_corrida,seed,asignacion,horizonte_meses,satisfaccion_riego_media,satisfaccion_riego_minima,energia_total_gwh,ingresos_totales_usd,riego_total_hm3,llenado_medio,llenado_minimo,satisfaccion_potrerillos,satisfaccion_carrizal,satisfaccion_nihuil,satisfaccion_agua_del_toro
100-el_nino-estacional,100,estacional,120,0.4933242147824652,0.2466293925042649,22033.85078898587,1762708063.1188698,22437.507475382172,0.6623690573588699,0.618533285292098,0.7584822928217884,0.9734591850947112,0.885905011775524,0.874005083085205
