mes,entrada_agua_hm3,temperatura_c
0,221.33205659516395,20.30047849277771
1,236.35225031450327,23.58087743082124
2,160.17647914759047,27.915766639459324
3,69.58019440502481,29.07877039458127
4,44.29753725316188,27.08351323718793
5,27.997041511993576,23.646987344024915
6,19.53875401537013,19.46783280716952
7,29.30426016533889,16.572397559269888
8,60.30836973094778,12.798537697085717
9,120.78849606845718,12.080084137086487
10,171.9589975746435,13.72958715829347
11,181.9430233872023,15.544548141888532
12,248.21994280961184,20.36357203158722
13,208.93085013668824,25.617546193255173
14,177.72553736249748,26.69551548427218
15,104.54079601926894,27.52091935635448
16,53.852117871261015,27.47827162336768
17,39.41959478362395,23.669990107946468
18,29.393549639136083,19.23883586609111
19,39.96196279825351,16.320449291332903
20,83.87752205214566,14.12393423836224
21,145.35871303694017,11.896635090447267
22,202.12956937438008,14.296507964886407
23,266.01823838811623,16.12573614656313
24,305.78073405553545,19.12582820061517
25,202.1269654571135,24.65130232587661
26,150.95889057657203,25.095649823675817
27,75.16809398779421,28.19629518547808
28,52.964280790746066,26.47741425445058
29,29.31539362522623,23.62712557442758
30,28.617970632368372,19.550011901677856
31,30.475709104614403,14.032250508592064
32,68.88722586458427,12.941261555759445
33,121.73496415209277,11.602528122297691
34,194.57533744856676,12.203443074815375
35,253.47610665529257,14.267190286645874
36,285.8767393353039,22.097664759522083
37,215.13432454980048,24.726982185995418
38,135.70526127937183,26.855719129956807
39,97.82187458337232,28.911270817541748
40,62.22228123802808,27.44748183333042
41,32.00094935061396,23.61378943321082
42,34.03666182737025,21.76117752894742
43,36.701166823070764,15.79179201908964
44,76.79600584844519,13.833083258853868
45,140.18699432213236,12.27579917209106
46,215.27312406482747,12.49134989447291
47,310.05793403994977,15.159937642852269
48,213.2223657226794,17.844920124289306
49,196.3333683778943,24.209281213158537
50,147.90520346798252,27.620347677618017
51,94.87815791649064,26.333405491087127
52,49.75240106463037,26.97705007845343
53,38.19549525496013,24.362879003399
54,29.340010886853964,19.802369058005574
55,37.362113177971835,14.752934885272522
56,67.98757898023959,13.956558171255
57,143.31871871842958,10.716263868971172
58,229.22849580687893,14.797178616608036
59,177.7320083340192,14.77611077275416
60,264.4979334080651,20.276526802053755
61,196.4571348513446,23.435919998518315
62,168.7828428227348,25.669002795196675
63,98.61128436171464,29.98004260896881
64,59.3557989941482,25.513513832939974
65,34.97564056469205,23.645830702468423
66,30.338086090481923,21.40742063128885
67,43.65697794439617,15.985884061888948
68,69.69316594868235,13.564159478946616
69,156.0165325239194,12.955444148667333
70,219.39220932371592,14.48539065996939
71,214.10248773677134,17.949132608012658
72,162.71434175744724,19.329253514642676
73,227.37114576499215,23.261987040448904
74,130.22788432741226,26.582887655033318
75,68.1772731434283,28.77696859480705
76,51.42349335911492,28.11493810740864
77,28.883440087465768,23.37915430745423
78,26.14665297431908,22.08656564231685
79,31.88250674465707,14.992522296210083
80,61.04224697307196,11.812615251273138
81,119.22719924422671,11.453636159448816
82,187.15012783853768,13.576700974415846
83,155.90443500598653,15.504212597945768
84,219.54574041095015,21.436608825440345
85,217.10245977807426,23.58028674475639
86,155.60885821442668,28.347794151850632
87,78.25334006299231,30.405744089145504
88,47.15662070154834,28.66858932402529
89,26.716519340995106,25.319763394945035
90,20.15377172831353,19.928759948727357
91,29.800859616611564,16.867381533755815
92,64.81936671003885,14.21024164419247
93,114.25346165600374,12.322648256617578
94,203.83125847508447,13.518581916837013
95,211.20833379192848,17.10687821926269
96,269.1074504627071,19.770640150274104
97,225.47373322422425,23.710266098042453
98,166.63251729503116,26.6899823170524
99,87.09073577869485,27.745708269568595
100,54.31621802016755,27.34192430407188
101,33.85274516055564,23.85374534287875
102,29.557294944311014,19.966638550026616
103,43.513128647112936,15.222871698731456
104,62.31368706810433,13.115996806996089
105,145.5635396131688,11.439567778324804
106,191.62677054677187,14.417246463606109
107,266.9381459783279,13.906478574576346
108,266.011583835119,19.93676002807185
109,245.10109911671742,23.95938660925631
110,197.5992947324527,27.035417050856665
111,99.21383952380987,27.88499255543103
112,69.6332590492865,27.57065450390788
113,33.20208640254979,24.57075360107944
114,31.991330375066596,19.25020585267612
115,39.31226306971564,16.30885172899236
116,69.71029643768844,12.58502101109727
117,149.08646032251556,12.65788400493534
118,206.70690179796497,12.794585760089728
119,303.5442669862032,15.139785912363378
